Cod;titulo;autor;editora;valor;publicacao;edicao;idioma
5042;Linguaphone;48;27;368.4;12/04/2007;5;portugues
5043;Prática desportiva e qualidade de vida de crianças do bairro de Nova Descoberta;58;27;51.26;28/06/2015;3;portugues
5044;O Dono da mâdia:;32;27;196.97;04/06/2007;5;portugues
5045;Amor;42;27;89.3;06/05/2015;3;portugues
5046;Urbanizaçào e mundializaçào;38;27;142.22;09/06/2002;3;portugues
5047;O resgate da dignidade;68;27;30.2;06/05/2008;3;portugues
5048;A universidade como fator de desenvolvimento e segurança ;23;27;396.38;08/12/2001;1;portugues
5049;O estudo, a ciência e a teoria geral do direito (introduçào);11;27;128.94;20/09/2003;2;portugues
5050;Exercâcios práticos:;61;27;181.58;27/01/2013;3;portugues
5051;Terapias congnitivas x espasticidad en avc;35;27;455.55;26/09/2018;3;portugues
5052;Obras selecionadas ;73;27;377.69;16/12/2005;2;portugues
5053;Introduçào ao judaâsmo ;3;27;266.74;25/10/2009;5;portugues
5054;Fé e milagre;58;27;174.23;08/12/2011;5;portugues
5055;Como anda o Rio de Janeiro;74;27;267.4;25/07/2007;3;portugues
5056;Estudo de pré-formulaçào para dose fixa combinada dos tuberculostáticos - rifampicina, ioniazida, pirazinamida e etambutol (4 em 1) ;27;27;273.71;22/06/2008;1;portugues
5057;Medroso! medroso! ;10;27;83.79;09/08/2010;4;portugues
5058;Fofinho ;11;27;340.64;18/10/2002;2;portugues
5059;Ostracoda (Myodocopina) of the SE Australian continental slope ;57;27;23.01;10/04/2001;3;portugues
5060;Variações interétnicas ;53;27;23.03;15/12/2016;2;portugues
5061;The American urban reader;41;27;327.08;27/03/2009;4;portugues
5062;Quem nasce em Campina Grande é campinense;52;27;293.72;25/12/2004;5;portugues
5063;Mecanica dos fluidos ;44;27;34.19;18/01/2008;4;portugues
5064;O mundo e eu ;41;27;392.64;08/11/2015;3;portugues
5065;Retalhos císmicos ;11;27;79.23;20/08/2012;1;portugues
5066;Minas;69;27;42.28;17/11/2006;5;portugues
5067;Haverá a idade das coisas leves;49;27;298.95;14/11/2001;4;portugues
5068;Maus ares e malária;4;27;503.86;26/12/2004;4;portugues
5069;Um leào em familia ;38;27;174.93;10/01/2016;4;portugues
5070;Viagem ao fim da noite ;18;27;504.75;22/12/2015;5;portugues
5071;Quimica de los compuestos de coordinacion:;57;27;146.53;12/07/2016;4;portugues
5072;McAughtry's war ;36;27;33.6;29/09/2001;2;portugues
5073;Naçào xambá;64;27;174.12;03/09/2016;3;portugues
5074;O jovem rei ;38;27;430.81;01/01/2007;4;portugues
5075;World energy outlook 2013 ;22;27;281.19;18/10/2002;4;portugues
5076;Jornalismo diário;36;27;309.58;26/08/2008;5;portugues
5077;Células-tronco;66;27;368.1;18/09/2001;2;portugues
5078;Criatividade quântica;17;27;495.72;29/10/2016;4;portugues
5079;Do-in;3;27;85.65;29/03/2005;1;portugues
5080;Color atlas of clinical hematology ;23;27;125.22;16/03/2013;4;portugues
5081;Primeiras cartas do Brasil;70;27;202.0;04/05/2016;3;portugues
5082;Frege's logic ;7;27;494.91;15/05/2009;4;portugues
5083;Teoria e prática de direito tributário e execuçào fiscal ;52;27;286.74;03/12/2005;4;portugues
5084;Casais que nào casam ;52;27;137.19;18/10/2014;2;portugues
5085;Midgard;56;27;473.75;18/11/2012;5;portugues
5086;O monstro monstruoso da caverna cavernosa ;18;27;356.63;31/03/2005;3;portugues
5087;Contabilidade avançada ;35;27;391.32;22/09/2011;4;portugues
5088;Geografia geral ;72;27;497.66;23/08/2001;4;portugues
5089;The Cambridge history of Western music theory ;42;27;428.51;06/04/2010;4;portugues
5090;Modelo institucional do processo de estruturaçào de empresas de desenvolvimento de software;43;27;274.32;10/08/2001;5;portugues
5091;A morenidade da China tropical;5;27;215.85;11/08/2001;2;portugues
5092;A representaçào social de educaçào tecnolígica de docentes da rede federal de educaçào profissional e tecnolígica;56;27;436.02;25/06/2000;2;portugues
5093;Português CespeUnB ;51;27;244.48;22/02/2013;1;portugues
5094;Análise teírico experimental do coeficiente de perfomance (COP) de um sistema de refrigeraçào por jato-compressào;42;27;272.7;01/12/2000;1;portugues
5095;Guia de dispensaçào de produtos terapêuticos que nào exigem prescriçào ;67;27;36.21;03/09/2006;5;portugues
5096;IFRS e CPC;6;27;190.9;10/02/2007;5;portugues
5097;Teorias da arte moderna ;8;27;265.95;16/09/2013;5;portugues
5098;Desonra ;22;27;503.01;02/02/2000;1;portugues
5099;Acordos e convenções internacionais em materia de imposto de renda. -;16;27;480.22;06/09/2018;2;portugues
5100;Medieval music and the art of memory ;25;27;448.49;20/12/2012;5;portugues
5101;Historical dictionary of Brazil. -;65;27;235.28;08/03/2006;5;portugues
5102;Gestào cultural;66;27;258.38;02/02/2003;4;portugues
5103;Cirurgia paraendodontica ;60;27;20.21;12/12/2003;5;portugues
5104;O universo de Arthur Azevedo;52;27;17.81;03/02/2017;2;portugues
5105;Classificaçào Decimal Universal (C.D.U.);41;27;317.84;12/07/2010;2;portugues
5106;Desenvolvimento urbano e cidades inclusivas;35;27;143.44;19/05/2000;1;portugues
5107;A música do tempo infinito ;20;27;98.33;25/08/2015;2;portugues
5108;Vida social no Brasil nos meados do seculo XIX ;66;27;312.31;24/04/2012;5;portugues
5109;O Rio Grande do Norte no Senado da República ;42;27;28.73;08/09/2007;4;portugues
5110;Economia solidária;9;27;128.72;16/11/2001;4;portugues
5111;Empregabilidade:;71;27;304.38;06/07/2017;3;portugues
5112;Um guia do conjunto de conhecimentos em gerenciamento de projetos;58;27;37.91;29/12/2017;1;portugues
5113;O sabiá e a girafa ;68;27;285.35;16/11/1999;2;portugues
5114;Dinamica da modernizaçào ;55;27;346.78;19/09/2016;3;portugues
5115;In the wake of the wake ;35;27;337.45;15/09/2002;2;portugues
5116;Histíria de Dom Pedro II, 1825-1891 ;72;27;464.87;14/07/2007;2;portugues
5117;Pour la justice;52;27;291.11;23/11/2004;5;portugues
5118;Comunicaçào e histíria;57;27;435.88;27/08/2001;1;portugues
5119;àgua boa;25;27;329.04;13/08/2015;5;portugues
5120;A invençào de uma nova ordem para as cartilhas;20;27;222.04;11/12/2011;3;portugues
5121;As mil e uma noites ;45;27;202.03;27/02/2016;3;portugues
5122;Elements of marine ecology;23;27;447.91;24/12/2010;3;portugues
5123;Estudo do efeito da adiçào da escíria de aciaria no processamento e propriedades finais de telhas cerâmicas;14;27;251.64;03/08/2002;5;portugues
5124;Picasso;43;27;207.71;14/10/2013;1;portugues
5125;A senhora do jogo ;66;27;517.74;07/05/2012;4;portugues
5126;O segredo da sexualidade feminina;44;27;391.13;01/08/2018;5;portugues
5127;A trincheira da liberdade ;2;27;356.7;21/01/2012;4;portugues
5128;O que é a impunidade ;43;27;361.81;29/07/2004;4;portugues
5129;PDE em 10 capâtulos;7;27;230.75;16/10/2000;3;portugues
5130;Hardware na prática;20;27;18.27;23/05/2011;5;portugues
5131;Conhecimentos, atitudes e práticas sobre contracepçào para adolescentes;10;27;32.34;04/05/2001;3;portugues
5132;O livro de leitura da campanha de Pé no Chào Também se Aprende a Ler;27;27;271.3;19/09/2008;1;portugues
5133;Vingt-un em outros depoimentos ;68;27;129.69;04/02/2009;5;portugues
5134;A màe que desistiu do céu ;42;27;190.49;17/04/2016;3;portugues
5135;Como o cérebro pensa;36;27;338.17;11/02/2003;1;portugues
5136;The patagonian fishery resources and the offshore fisheries in the south- west Atlantic ;35;27;395.66;24/01/2011;4;portugues
5137;Princâpios da proporcionalidade & da razoabilidade ;45;27;366.82;01/01/2005;3;portugues
5138;O princâpio da funçào social do contrato;34;27;350.6;17/06/2018;1;portugues
5139;Mâdia, Terceiro setor e MST;26;27;236.46;11/12/2013;5;portugues
5140;Contratos mercantis ;65;27;287.4;02/10/2015;1;portugues
5141;GIS tutorial;23;27;18.89;30/08/2013;2;portugues
5142;Sociologia geral e do direito ;36;27;325.04;29/10/2005;3;portugues
5143;Mineralizaçào do gado bovino ;53;27;450.64;03/08/2014;3;portugues
5144;Confiança e medo na cidade ;69;27;48.21;19/02/2006;1;portugues
5145;Sociedade, territírio e conflitos;26;27;273.56;28/08/2007;2;portugues
5146;Converging clinical and engineering research on neurorehabilitation ;6;27;139.17;02/09/2016;4;portugues
5147;Agenda 21 local do municâpio de Parnamirim;39;27;147.06;20/08/2002;3;portugues
5148;Manual de odontologia baseada em evidência e revisào sistemática ;41;27;243.15;14/07/2005;1;portugues
5149;Instituto Pasteur de Sào Paulo, 75 anos de atividades (1903-1978);31;27;387.14;10/06/2009;2;portugues
5150;Certeza da incerteza;54;27;470.71;29/02/2012;1;portugues
5151;Além do bem e do mal;12;27;346.61;13/07/2002;2;portugues
5152;Traité de morale de Malebranche:;67;27;313.65;26/08/2012;5;portugues
5153;Manual de bibliotecologia para bibliotecas populares ;10;27;100.14;28/01/2008;2;portugues
5154;Papagaiada ;45;27;117.82;15/08/2012;5;portugues
5155;O conto de fadas ;62;27;124.76;30/01/2005;5;portugues
5156;Temas transversais ;27;27;33.56;27/01/2014;1;portugues
5157;Outras inquisições (1952) ;44;27;366.35;22/12/2003;5;portugues
5158;The Indo-West Pacific blenniid fish genus Istiblennius reappraised;49;27;457.26;20/08/2010;3;portugues
5159;O menino, seu avô e a árvore da vida ;24;27;9.92;05/03/2016;4;portugues
5160;Manual de infectologia ;62;27;101.07;24/08/2009;5;portugues
5161;A natural history of time ;56;27;129.83;28/02/2000;1;portugues
5162;Modelos e movimentos de politica criminal ;68;27;16.32;30/09/2010;1;portugues
5163;Neuronal networks of the hippocampus ;69;27;271.77;22/02/2003;3;portugues
5164;Zé;27;27;31.46;11/03/2014;1;portugues
5165;Para onde vào as pedagogias nào-directivas? ;38;27;197.19;28/07/2011;4;portugues
5166;Topological methods in algebraic geometry. ;56;27;213.07;22/08/2003;4;portugues
5167;Oralidade, texto e histíria;36;27;21.15;26/12/2003;4;portugues
5168;O grande bazar;46;27;375.78;01/07/2004;4;portugues
5169;Bibliográfico;58;27;25.05;13/06/2001;3;portugues
5170;0 Grupo Escolar modelo Augusto Severo (1908-1928);33;27;470.77;19/01/2015;2;portugues
5171;Mapa dos homicâdios ocultos no Brasil  ;61;27;111.91;22/09/2006;3;portugues
5172;A realeza cristà na alta Idade Média;62;27;251.11;25/12/2000;2;portugues
5173;Conversando com crianças sobre a morte ;34;27;253.47;26/02/2017;5;portugues
5174;Sementes;49;27;170.04;06/03/2006;2;portugues
5175;Meditaçào sobre o mundo moderno ;58;27;425.98;27/03/2004;2;portugues
5176;Avaliaçào de efeitos biolígicos de antiinflamatírios derivados do ácido propiônico através de modelos experimentais em nâvel molecular e celular ;47;27;510.52;20/04/2018;1;portugues
5177;Politica pra que ?;67;27;474.44;05/06/2002;3;portugues
5178;Lições de didática ;25;27;452.13;14/08/2011;2;portugues
5179;O mundo depois da queda  ;25;27;395.56;27/03/2003;5;portugues
5180;Técnica operatíria e cirurgia experimental ;50;27;445.19;13/06/2013;5;portugues
5181;Reforma do judiciário;31;27;251.45;18/02/2015;3;portugues
5182;Stage lighting design;5;27;362.44;16/10/2012;3;portugues
5183;Making the scene;42;27;150.78;20/03/2004;5;portugues
5184;Planos diretores participativos;45;27;43.48;10/07/2007;4;portugues
5185;La pensée de Kant ;66;31;105.08;12/11/2011;2;portugues
5186;O Sertào educa;6;31;342.9;21/04/2017;3;portugues
5187;Leonardo entre nís;67;31;113.92;01/06/2011;2;portugues
5188;A escola comum inclusiva ;25;31;402.15;10/06/2002;5;portugues
5189;Avaliaçào do efeito de um adoçante comercial com sucralose comercial na marcaçào de constituintes sanguâneos com Tecnécio-99m, na morfologia das hemácias e na biodisponibilidade dos radiofármacos Pertecnetato de Sídio e àcido Dietilenotriaminopentacético-Tecnécio-99m em ratos Wistar;30;31;517.67;31/10/2003;5;portugues
5190;Memento fitoterápico;34;31;184.64;22/09/2010;1;portugues
5191;"Discurso do método ;";7;31;120.07;08/02/2002;4;portugues
5192;O estrangeiro ;70;31;280.14;23/01/2002;5;portugues
5193;Economics of development;27;31;207.95;08/06/2001;2;portugues
5194;Práticas de letramento digital de professores em formaçào;13;31;370.08;11/01/2018;1;portugues
5195;Desenvolvendo aplicações poderosas com Excel e VBA ;21;31;65.45;03/07/2003;4;portugues
5196;A expediçào Langsdorf em Mato Grosso;67;31;258.25;22/10/2003;3;portugues
5197;Lampiào o invencâvel;73;31;239.2;18/08/2011;3;portugues
5198;Eça de Queiroz e a cozinha burguesa;35;31;405.43;07/06/2009;1;portugues
5199;A pena de morte em Sergipe;16;31;317.43;29/06/2010;2;portugues
5200;O médico e o monstro;39;31;263.53;09/06/2000;2;portugues
5201;Eloy;54;31;324.25;03/08/2000;5;portugues
5202;Controle inteligente aplicado a uma mesa de coordenadas de dois graus de liberdade;59;31;83.38;06/11/2010;4;portugues
5203;Metodologias de pesquisa em comunicaçào;65;31;259.46;18/05/2002;5;portugues
5204;Introduction to graph theory ;45;31;237.84;12/04/2009;1;portugues
5205;Senhor rei, dona rainha ;17;31;360.71;03/11/2003;5;portugues
5206;Um inseto muito feio ;73;31;139.91;16/11/2010;2;portugues
5207;Musica popular brasileira;16;31;87.65;27/10/2014;3;portugues
5208;Incoporaçào de resâduo cerâmico para prevençào da retrogressào da resistência de cimentos de poços de petríleo submetidos à  injeçào de vapor;12;31;47.39;08/12/1999;4;portugues
5209;O futuro da competiçào;41;31;330.83;21/10/2008;4;portugues
5210;A entrevista na pesquisa em educaçào;7;31;127.54;10/09/2000;1;portugues
5211;O ofâcio de professor;27;31;339.9;29/01/2015;1;portugues
5212;Precisamos falar sobre o Kevin  ;42;31;377.9;30/11/2000;3;portugues
5213;Confusào de lânguas na literatura;64;31;363.79;11/07/2001;3;portugues
5214;Learn to read Latin ;42;31;229.84;30/12/2008;2;portugues
5215;Propriedades fâsicas do monocristal FeMgO(100) e estudo da expansào térmica da superfâcie da Ag(100);59;31;62.41;16/03/2014;5;portugues
5216;Physiologie humaine ;45;31;195.4;07/01/2017;2;portugues
5217;Iterative methods for solving linear systems ;37;31;206.97;23/02/2009;2;portugues
5218;O livreiro de Cabul ;21;31;147.79;08/06/2007;1;portugues
5219;Functions of matrices;72;31;192.89;05/09/2000;4;portugues
5220;Stem cells in craniofacial development and regeneration ;36;31;213.77;25/05/2007;4;portugues
5221;Research design;8;31;89.62;31/05/2008;2;portugues
5222;Introduçào à  análise de sistemas;38;31;450.77;15/08/2003;3;portugues
5223;System dynamics ;47;31;477.02;09/05/2005;4;portugues
5224;As melhores histírias de Sherlock Holmes ;64;31;470.68;09/10/2000;1;portugues
5225;Trilhas e trilheiros;26;31;320.57;13/01/2018;2;portugues
5226;Triagem antifúngica de extratos obtidos de espécies vegetais do nordeste brasileiro;52;31;208.72;30/07/2001;2;portugues
5227;HIVAIDS e estilo de vida;74;31;470.12;01/02/2008;1;portugues
5228;The CERN large Hadron Collider;67;31;62.91;04/06/2001;2;portugues
5229;Introduction to statistical time series ;28;31;107.88;17/08/2001;5;portugues
5230;Matas potiguares;63;31;247.78;01/08/2002;5;portugues
5231;Box inverse modelling with DOBOX 4.2 ;52;31;477.41;27/02/2009;4;portugues
5232;O cravo bem temperado;33;31;435.77;27/06/2002;4;portugues
5233;Auto-estima e desenvolvimento social ;28;31;253.14;09/10/2012;1;portugues
5234;Princâpios para a prática da psicologia clânica em hospitais;55;31;149.98;25/09/2014;2;portugues
5235;Dominando Linux Firewall Iptables ;34;31;316.21;28/11/2005;3;portugues
5236;Manual de prática trabalhista ;64;31;297.9;02/08/2013;4;portugues
5237;O local da diferença;38;31;273.46;31/08/2016;5;portugues
5238;Logging and log transport in tropical hight forest;48;31;119.63;01/10/2014;2;portugues
5239;Música e saúde ;24;31;200.05;27/01/2000;4;portugues
5240;Métodos de coleta de dados no campo ;73;31;280.73;19/06/2004;1;portugues
5241;Dialogando com Clio ;42;31;160.43;18/07/2002;2;portugues
5242;Técnicas médicas de hematologia e imuno-hematologia ;20;31;110.2;15/09/2013;4;portugues
5243;Sistemas microemulsionados como carreador lipâdico para fármacos insolúveis;59;31;409.86;28/11/2007;3;portugues
5244;Modern engineering statistics ;63;31;350.59;21/10/2002;2;portugues
5245;Análise da degradaçào ambiental das áreas de preservaçào permanente localizadas no estuário do Rio Ceará-MirimRN;35;31;379.55;28/12/2013;1;portugues
5246;Heterogeneidade estrutural na produçào agropecuária ;51;31;62.67;14/01/2008;3;portugues
5247;Apartheid;54;31;94.26;02/03/2005;1;portugues
5248;Avaliaçào do programa de tutorizaçào da Emater-RN para servidores em estágio probatírio;11;31;265.51;29/02/2016;1;portugues
5249;Jornalismo de combate;34;31;394.4;17/10/2010;5;portugues
5250;Anais [do] V Seminário Brasileiro sobre Homeopatia na Agropecuária Orgânica, 14 a 16 de novembro de 2003, Toledo, Estado do Paraná ;71;31;112.19;01/07/2014;3;portugues
5251;Catatau;61;31;306.5;18/06/2009;4;portugues
5252;A Evoluçào do emprego formal industrial nas cidades médias do Estado do Ceará (Juazeiro do Norte, Crato e Sobral) no perâodo de 1990 a 2010;3;31;25.61;31/12/2015;4;portugues
5253;Direito e processo do trabalho ;44;31;46.19;02/08/2005;2;portugues
5254;Efeito da salinidade da água do mar no rendimento, composiçào e atividades biolígicas de frações polissacarâdicas da Chlorophyta Caulerpa cupressoides var. flabellata;4;31;276.28;06/10/2008;1;portugues
5255;Estudo de um compísito de matriz cerâmica com cargas de EPS e raspa de pneu para construçào de casas populares;53;31;196.57;05/07/2004;4;portugues
5256;Jornadas sobre Nutriçào em Aquacultura  NATO WORKSHOP on Nutrition ;70;31;412.31;21/03/2016;2;portugues
5257;Philosophie;12;31;420.69;08/06/2007;3;portugues
5258;O sintoma e suas faces ;7;31;350.91;16/04/2016;4;portugues
5259;Histírias e memírias da educaçào no Brasil ;63;31;133.06;13/06/2004;1;portugues
5260;Pílen;63;31;89.94;05/11/2012;1;portugues
5261;Statistics on the table;28;31;349.49;11/03/2014;2;portugues
5262;A estrelinha ;24;31;486.19;30/09/2004;5;portugues
5263;Utilizaçào de um aplicativo de simulaçào computacional na avaliaçào de desempenho térmico de protítipo de habitaçào de interesse social (HIS);23;31;400.27;22/07/2000;3;portugues
5264;MATLAB for neuroscientists;47;31;337.77;16/02/2012;5;portugues
5265;Blumgart's surgery of the liver, biliary tract, and pancreas ;4;31;393.71;11/05/2006;1;portugues
5266;Asian drama;8;31;248.46;25/05/2017;5;portugues
5267;Quando Kidogo dorme;39;31;394.26;26/06/2014;5;portugues
5268;Os conflitos de competência normativa do estado regulador brasileiro no setor administrado pela ANP;51;31;405.76;03/06/2002;5;portugues
5269;Encontros com o Brasil ;24;31;325.3;06/04/2015;1;portugues
5270;Livro de histírias ;58;31;342.29;09/04/2000;5;portugues
5271;Quadro de atores selecionados no sistema nacional de ciência, tecnologia e inovaçào ;48;31;232.64;07/09/2012;2;portugues
5272;Estudo cinético na caracterizaçào do status corporal de zinco na Sândrome de Berardinelli-Seip;33;31;169.04;08/09/2012;4;portugues
5273;A constituiçào da identidade em crianças vâtimas de abuso sexual;21;31;211.83;23/07/2014;5;portugues
5274;Há sempre algo novo!;65;31;317.19;15/04/2010;3;portugues
5275;Ortodontia;57;31;293.94;03/11/2008;5;portugues
5276;O Projeto de arquitetura de espaços temporários com o uso de sistema construtivo remontável;9;31;393.62;28/05/2010;5;portugues
5277;Conservaçào genética da orquâdea Cattleya granulosa Lindley;32;31;135.49;14/03/2018;2;portugues
5278;Saga brasileira;64;31;58.85;08/01/2000;4;portugues
5279;Getulismo e trabalhismo ;9;31;388.15;23/09/2011;4;portugues
5280;Diferenças de gênero na produçào de associações livres de palavras através do ciclo sono-vigâlia;4;31;176.07;07/06/2008;4;portugues
5281;Jornalismo;74;31;407.91;14/11/2000;2;portugues
5282;Jardim do Seridí;4;31;52.72;22/11/2011;3;portugues
5283;O que é administraçào ;42;31;92.42;19/07/2014;4;portugues
5284;Caracterizaçào do repertírio acústico do Boto-Cinza Sotalia guianenesis, e impacto de embarcações no Nordeste do Brasil;25;31;441.79;03/12/2013;4;portugues
5285;José Leite de Aragào Mendes ;71;31;284.22;17/06/2002;4;portugues
5286;BachÂ’s cello suites;58;31;461.73;19/12/2016;5;portugues
5287;Adaptabilidade humana;64;31;410.83;13/07/2011;3;portugues
5288;La técnica teatral de Bertolt Brecht ;47;31;232.46;08/11/2011;3;portugues
5289;El pensamiento crâtico en la práctica educativa ;30;31;265.54;09/04/2012;2;portugues
5290;Sistema especialista fuzzy para dimensionamento de bombeio eletrônico;72;31;109.25;27/09/2015;1;portugues
5291;Process dynamics, modeling, and control ;35;31;394.69;09/04/2011;4;portugues
5292;Análise estrutural do galactano acâdico dos ovos de Pomacea lineata e avaliaçào de suas atividades proliferalivas e antiiflamatíria;29;31;411.87;03/09/2003;4;portugues
5293;Mesoscale meteorological modeling ;52;31;309.95;21/06/2001;4;portugues
5294;Educaçào em direitos humanos:;14;31;292.94;09/10/2013;4;portugues
5295;Otimizaçào no uso de martelos e bigornas para quebrar sementes por macacos Prego(Cebus flavius e C. libidibosus) no Bioma Caatinga;33;31;116.02;29/04/2003;3;portugues
5296;Dia de sol ;48;31;496.9;28/07/2002;3;portugues
5297;A força da comunicaçào quem nào se comunica... ;38;31;147.82;05/09/2001;4;portugues
5298;A psicoterapia pela fala;47;31;72.28;28/06/2003;4;portugues
5299;Coaching ideas & ideals ;54;31;363.95;29/02/2012;4;portugues
5300;Spencer ;19;31;127.65;05/07/2009;4;portugues
5301;Contágio;11;31;291.31;09/12/2011;1;portugues
5302;Se liga no som ;45;31;313.16;02/01/2015;2;portugues
5303;Distribuiçào espacial, formaçào de grupos, uso do habitat e ecologia comportamental de jovens de Tubarào Limào, Negaprion brevirostris (Poey 1868), no arquipélago de Fernando de Noronha;32;31;259.99;19/06/2014;4;portugues
5304;Bohr;44;31;492.28;29/12/1999;1;portugues
5305;Risos e galhofas ;47;31;397.53;11/10/2000;3;portugues
5306;Frontieres de la poesie et autres essais ;34;31;461.68;24/04/2017;4;portugues
5307;Metodologia de análise e diagnístico de fratura em um componente automotivo sujeito a cargas câclicas alternadas;34;31;37.96;05/02/2000;4;portugues
5308;La biblioteca Real de Bélgica ;48;31;16.08;26/04/2014;1;portugues
5309;Qualidade nutricional dos cardápios em escolas públicas e alcance à s metas do Programa Nacional de Alimentaçào Escolar em municâpio do nordeste brasileiro;60;31;366.14;30/08/2016;3;portugues
5310;Segurança e eficácia da tibolona na transiçào menopausal;72;31;242.59;11/11/2010;4;portugues
5311;Pesquisa sobre saúde familiar no Nordeste Brasil 1991 ;20;31;93.45;06/07/2016;1;portugues
5312;Wireless and mobile network security;3;31;466.46;24/01/2011;2;portugues
5313;Frege's philosophy of mathematics ;41;31;360.57;25/05/2003;5;portugues
5314;O sintoma na psicanálise e na psicopedagogia;37;31;258.5;01/08/2018;3;portugues
5315;No jubileu de ouro do Colégio Sagrado Coraçào de Maria ;64;31;292.66;30/05/2014;3;portugues
5316;Responsabilidade social e gestào ambiental ;53;31;37.45;06/02/2014;1;portugues
5317;Mathematical proofs;33;31;39.94;17/07/2017;1;portugues
5318;AdornoHorkheimer & a dialética do esclarecimento ;29;31;286.94;02/02/2007;3;portugues
5319;Biologia, manejo e medicina de primatas nào humanos na pesquisa biomédica ;26;31;207.68;28/06/2000;4;portugues
5320;Mané Coelho em pegaram o Márcio Coruja ;21;31;242.83;28/01/2009;1;portugues
5321;Didática da educaçào fâsica ;24;31;36.97;22/03/2011;4;portugues
5322;Direito urbanâstico e polâtica urbana no Brasil ;59;31;279.18;14/08/2012;1;portugues
5323;Fâsico-quâmica ;13;31;382.32;29/04/2015;4;portugues
5324;Gestào do conhecimento e o uso estratégico de tecnologias de informaçào;4;31;49.86;28/09/2012;2;portugues
5325;Evoluçào de rádio fontes duplas extragalácticas;49;31;146.43;22/02/2010;3;portugues
5326;O Parlamento e a evoluçào nacional ;65;31;515.58;24/12/2011;5;portugues
5327;Imagens lúdicas;6;31;459.3;04/03/2015;2;portugues
5328;Popper e as ciências humanas ;1;31;42.36;13/07/2011;4;portugues
5329;"O direito à  preguiça ;";21;33;161.26;21/12/2004;4;portugues
5330;Zero zero alpiste ;32;33;500.71;01/08/2008;5;portugues
5331;Financiamento da educaçào superior;33;33;386.27;06/01/2011;5;portugues
5332;A televisào na era digital;69;33;70.88;02/10/2001;1;portugues
5333;Análise de pontos de funçào:;57;33;288.97;26/09/2009;4;portugues
5334;Offshore outsourcing;17;33;473.42;14/11/2001;4;portugues
5335;Os sete pilares da sabedoria ;74;33;405.47;16/07/2001;2;portugues
5336;Changing sea levels;26;33;42.82;10/10/2011;4;portugues
5337;Circuitos espaciais de produçào da atividade boneleira;73;33;10.86;30/06/2015;5;portugues
5338;Influência do tratamento com ácido lipoico sobre o metabolismo ísseo e perfil antioxidante em mulheres na perimenopausa;44;33;255.53;07/12/2005;5;portugues
5339;Estudos do lazer;44;33;93.83;15/06/2016;1;portugues
5340;Produçào artesanal;7;33;67.8;10/02/2011;4;portugues
5341;Quadro dos sistemas de espaços livres nas cidades brasileiras;2;33;86.35;16/05/2004;2;portugues
5342;Combatendo a desigualdade social;22;33;253.12;13/11/2007;3;portugues
5343;Filmes nanométricos de FeN e AIN crescidos por Sputtering e aplicações do efeito Peltier;32;33;420.05;19/12/2003;3;portugues
5344;Transistores;9;33;51.41;29/01/2016;3;portugues
5345;Falou comigo?;56;33;216.94;06/09/2002;1;portugues
5346;Histíria do cinema russo e soviético. -;36;33;180.66;06/10/2012;3;portugues
5347;De la grace et de l'humanite de Jesus ;63;33;279.97;13/10/2015;1;portugues
5348;Sol com chuva ;36;33;432.11;20/04/2005;1;portugues
5349;Perfil epidemiolígico dos distúrbios hipertensivos da gravidez;17;33;457.48;26/08/2004;1;portugues
5350;Estrutura econômica, mercado de trabalho e evoluçào sício-ocupacional no Rio Grande do Norte - 2001 a 2008;18;33;467.72;31/10/2003;2;portugues
5351;O menino que quase morreu afogado no lixo ;67;33;368.27;04/06/2002;1;portugues
5352;Terapia ocupacional;30;33;199.91;08/11/2004;3;portugues
5353;101 dicas do Feng Shui para o seu lar ;34;33;333.89;14/04/2002;3;portugues
5354;1Âº Fírum sobre Hidrovia;41;33;239.14;07/08/2006;5;portugues
5355;The quest for consciousness;22;33;486.64;19/08/2003;1;portugues
5356;Desigualdade de renda no Brasil;43;33;150.56;16/02/2005;4;portugues
5357;Balanço de Governo 2003  2010;42;33;287.14;10/02/2017;5;portugues
5358;A boa arquitetura de uma geraçào ;55;33;138.0;24/06/2016;5;portugues
5359;Manual de reumatologia ;58;33;200.88;25/04/2007;5;portugues
5360;O diabo e o fetichismo da mercadoria na América do Sul ;43;33;114.24;14/07/2011;2;portugues
5361;Questões de direito positivo;15;33;77.94;20/07/2015;3;portugues
5362;Autos de devassa da morte dos ândios Gueguês ;44;33;352.12;01/01/2007;1;portugues
5363;Sociology ;42;33;285.72;17/08/2017;4;portugues
5364;"Nordeste do Brasil 
";14;33;452.49;09/04/2003;3;portugues
5365;Música, comunicaçào;73;33;234.06;06/02/2013;1;portugues
5366;Avaliaçào do processo industrial da cerâmica vermelha na regiào do Seridí-RN;68;33;33.42;15/09/2007;4;portugues
5367;Histíria do teatro na Paraâba ;71;33;290.33;08/05/2001;5;portugues
5368;Gestào da inovaçào na prática ;66;33;341.66;30/01/2007;1;portugues
5369;The ontogenesis of grammar;58;33;254.38;10/06/2016;1;portugues
5370;A Pesquisa-açào-participativa em educaçào ambiental;35;33;410.86;08/11/2007;3;portugues
5371;"Branca de neve ; Cachinhos dourados e os três ursos ";66;33;430.78;13/03/2009;1;portugues
5372;Como desenvolver a autoestima;56;33;299.58;12/09/2006;3;portugues
5373;Paradoxos do progresso;33;33;393.91;14/07/2009;1;portugues
